room_id,hour,day_of_week,is_weekend,month,lecture_scheduled,exam_period,is_holiday,timetable_strength,previous_occupancy,outside_temperature,weather_condition,preferred_temperature,manual_override,previous_ac_status,previous_fan_speed,previous_light_status,occupancy,ac_status,fan_speed,light_status,set_temperature
463,2,Saturday,false,March,7/5/2022,false,true,1,95,11,Sunny,20,true,Off,High,Off,90,Off,Low,On,22
464,16,Friday,false,November,3/17/2022,false,true,8,30,10,Rainy,23,false,Off,Low,Off,39,Off,Medium,On,30
465,22,Tuesday,false,November,2/6/2022,false,true,8,83,2,Snowy,27,false,On,High,Off,92,On,Low,Off,30
466,23,Sunday,true,March,7/15/2022,false,true,6,58,14,Cloudy,15,false,Off,Low,Off,17,Off,High,Off,27
467,14,Sunday,false,December,4/5/2022,true,false,6,37,5,Snowy,24,false,On,Medium,Off,4,On,Low,On,22
468,11,Thursday,true,September,1/9/2022,false,true,9,51,-19,Sunny,29,true,Off,Low,Off,70,Off,High,Off,19
469,9,Wednesday,false,April,6/15/2022,false,false,7,93,30,Snowy,18,false,On,Medium,On,88,On,High,On,21
470,13,Friday,true,November,2/1/2022,false,true,3,64,31,Snowy,21,true,On,Medium,On,51,Off,Low,On,17
471,21,Monday,false,December,6/6/2022,false,false,4,2,20,Snowy,15,true,Off,High,On,28,On,Medium,Off,15
472,2,Tuesday,true,December,3/17/2022,true,false,9,95,14,Sunny,24,false,Off,High,On,95,Off,High,On,27
473,9,Wednesday,true,November,4/20/2022,false,false,6,98,29,Cloudy,20,false,Off,Low,Off,11,Off,Low,Off,27
474,5,Monday,false,November,2/10/2022,true,false,1,53,-8,Snowy,17,false,Off,Medium,On,48,On,Low,Off,15
475,11,Saturday,false,November,8/14/2022,false,false,9,21,27,Cloudy,30,false,On,High,Off,73,Off,Low,On,29
476,1,Tuesday,false,October,7/23/2022,false,false,6,81,-5,Rainy,29,false,On,Low,On,12,Off,Low,On,15
477,21,Saturday,false,March,3/5/2022,false,false,7,85,27,Snowy,22,true,Off,High,On,81,On,Low,On,20
478,1,Monday,true,April,11/5/2022,false,false,1,40,-18,Cloudy,15,true,On,Medium,Off,59,Off,High,On,19
479,22,Wednesday,false,November,8/31/2022,false,true,10,27,37,Snowy,17,false,Off,High,Off,97,On,Medium,Off,30
480,19,Thursday,false,March,8/29/2022,true,true,8,66,-13,Sunny,16,false,Off,Medium,Off,9,Off,High,On,15
481,3,Sunday,false,January,8/23/2022,false,true,2,77,-11,Sunny,21,true,On,Low,On,12,Off,Medium,Off,17
482,14,Monday,false,January,3/4/2022,true,true,5,26,-11,Rainy,27,true,On,Medium,Off,35,Off,High,On,28
483,8,Monday,false,August,10/25/2022,false,false,9,39,25,Snowy,19,true,Off,Low,Off,32,On,High,On,25
484,11,Tuesday,true,July,8/27/2022,true,true,10,36,38,Sunny,29,false,On,High,On,41,Off,High,On,26
485,18,Saturday,false,November,12/12/2022,true,false,1,30,-5,Rainy,26,false,Off,Low,Off,45,On,Medium,On,20
486,21,Friday,false,November,6/3/2022,true,false,4,22,13,Cloudy,19,false,Off,Low,On,3,On,Medium,On,21
487,20,Monday,false,May,9/7/2022,false,true,6,100,24,Snowy,29,false,On,Medium,On,24,On,High,Off,21
488,18,Monday,true,May,5/15/2022,true,false,3,73,37,Rainy,15,false,On,High,On,16,On,Medium,Off,27
489,1,Sunday,true,July,2/25/2022,false,false,1,78,-10,Sunny,19,false,On,High,Off,47,On,Low,On,30
490,5,Thursday,false,June,10/22/2022,true,false,2,84,-17,Sunny,24,false,On,High,Off,57,Off,Medium,On,26
491,7,Sunday,false,November,11/10/2022,false,true,10,48,5,Rainy,16,false,Off,High,Off,83,On,High,On,16
492,4,Monday,false,July,11/20/2022,true,true,5,0,-9,Rainy,28,false,Off,Low,Off,34,On,Medium,Off,24
493,7,Monday,false,June,9/4/2022,true,true,8,91,-20,Snowy,22,false,On,Medium,Off,48,On,High,Off,22
494,10,Monday,false,January,3/29/2022,true,true,10,6,22,Snowy,28,true,Off,High,Off,17,Off,High,Off,27
495,18,Saturday,false,September,4/19/2022,true,true,1,61,36,Snowy,15,false,Off,Low,Off,27,Off,Medium,On,23
496,14,Monday,true,November,8/12/2022,true,false,7,65,8,Cloudy,21,true,Off,Medium,On,50,On,High,Off,20
497,22,Sunday,true,February,4/8/2022,false,false,9,34,1,Cloudy,24,false,On,High,On,27,On,Low,Off,19
498,1,Tuesday,false,May,8/27/2022,false,false,3,33,-17,Rainy,15,true,On,High,Off,24,Off,Low,Off,24
499,15,Monday,true,September,4/9/2022,false,true,4,68,-3,Snowy,19,true,Off,Medium,Off,70,Off,Medium,On,22
500,6,Friday,false,April,7/19/2022,false,true,4,93,33,Sunny,22,true,On,Low,On,91,On,Low,Off,20
501,10,Thursday,true,February,9/4/2022,true,false,7,1,29,Snowy,16,false,On,High,On,17,Off,High,Off,18
502,14,Tuesday,true,April,10/16/2022,true,true,1,55,28,Cloudy,29,false,On,Low,Off,92,On,High,Off,28
503,1,Wednesday,false,December,9/17/2022,true,true,9,74,27,Sunny,18,false,Off,Medium,On,82,On,Medium,Off,18
504,21,Monday,false,June,5/21/2022,false,false,9,22,17,Snowy,16,false,On,Low,Off,40,Off,Medium,Off,21
505,10,Wednesday,false,September,10/31/2022,false,false,1,35,13,Cloudy,20,true,Off,High,On,40,On,Low,On,19
506,23,Tuesday,true,September,8/10/2022,true,false,2,26,-14,Cloudy,17,true,On,High,Off,97,Off,Medium,Off,24
507,2,Thursday,false,January,11/29/2022,false,true,4,69,-13,Sunny,16,false,Off,Medium,Off,48,Off,High,Off,16
508,12,Friday,false,August,11/21/2022,true,false,6,28,16,Rainy,21,false,On,Medium,On,6,Off,High,Off,24
509,22,Sunday,false,September,8/11/2022,false,true,6,14,21,Cloudy,17,false,Off,Medium,On,72,On,High,On,16
510,14,Wednesday,true,August,2/20/2022,false,true,7,21,12,Rainy,25,true,On,Low,On,96,On,High,Off,16
511,7,Thursday,true,September,2/28/2022,true,false,10,72,-1,Rainy,23,false,Off,Medium,On,98,On,Low,On,24
512,9,Sunday,false,April,4/6/2022,false,false,5,79,-7,Rainy,29,false,On,High,Off,67,On,Medium,On,25
513,20,Saturday,true,July,8/13/2022,true,false,6,21,23,Sunny,24,true,On,Low,On,100,On,Medium,Off,27
514,10,Wednesday,true,March,11/16/2022,false,true,2,4,26,Rainy,25,false,Off,Low,On,14,Off,Low,Off,28
515,5,Friday,true,May,1/12/2022,true,true,9,72,28,Rainy,18,true,On,Low,On,32,Off,Low,On,30
516,4,Wednesday,false,June,12/26/2022,true,false,10,42,-18,Rainy,27,true,Off,High,On,7,Off,High,Off,30
517,15,Monday,false,June,1/27/2022,false,true,4,51,33,Snowy,26,false,On,Medium,On,10,Off,Medium,Off,23
518,11,Tuesday,true,May,6/16/2022,true,true,1,67,32,Cloudy,17,false,Off,Medium,On,100,Off,Medium,Off,19
519,3,Wednesday,false,May,6/28/2022,true,true,3,69,23,Rainy,18,false,On,High,Off,82,On,Low,On,15
520,14,Wednesday,false,November,7/12/2022,true,true,4,77,21,Sunny,27,true,On,Low,Off,93,Off,Low,On,30
521,9,Tuesday,false,December,2/27/2022,false,true,3,50,1,Sunny,16,true,On,Medium,Off,1,On,Low,On,18
522,16,Saturday,false,September,8/31/2022,true,true,4,26,1,Sunny,16,false,On,High,Off,43,Off,Low,Off,16
523,1,Wednesday,true,November,1/1/2022,false,true,10,9,-6,Rainy,21,false,On,High,On,83,On,Low,On,26
524,22,Thursday,true,October,1/14/2022,false,true,2,59,23,Sunny,25,true,Off,High,Off,72,Off,High,Off,22
525,16,Sunday,false,July,11/27/2022,false,true,7,72,7,Cloudy,20,true,Off,High,Off,42,Off,Medium,Off,19
526,16,Friday,true,July,12/22/2022,false,false,6,29,-6,Sunny,22,false,On,High,Off,25,On,High,Off,30
527,9,Monday,true,October,6/29/2022,false,true,10,0,36,Sunny,27,true,Off,Medium,On,3,On,Medium,Off,26
528,21,Thursday,false,January,10/31/2022,false,true,10,84,-12,Rainy,21,true,On,Low,Off,77,On,Low,On,20
529,16,Saturday,false,October,10/8/2022,true,false,7,42,-18,Sunny,16,false,Off,Low,Off,74,Off,Low,On,15
530,21,Sunday,false,October,8/16/2022,true,false,9,88,-13,Rainy,23,true,Off,Medium,Off,79,On,Medium,Off,24
531,17,Thursday,false,November,11/15/2022,true,false,4,27,33,Sunny,25,true,On,Low,On,35,Off,Low,Off,19
532,4,Sunday,true,July,4/25/2022,false,false,3,28,18,Sunny,22,true,On,Low,Off,22,Off,Medium,On,24
533,6,Saturday,true,October,8/6/2022,true,false,1,4,-14,Sunny,25,true,On,High,Off,50,Off,Low,Off,23
534,14,Wednesday,false,November,4/13/2022,false,true,8,54,-20,Cloudy,25,true,On,Low,On,60,On,Low,Off,30
535,5,Tuesday,true,December,6/19/2022,true,false,1,37,-13,Snowy,29,true,On,Medium,Off,82,Off,High,On,24
536,2,Friday,true,September,3/31/2022,true,true,2,70,-13,Sunny,22,true,On,High,On,7,On,Medium,Off,17
537,22,Friday,false,May,1/10/2022,true,true,9,50,-11,Rainy,20,false,On,Low,On,99,On,Low,Off,30
538,15,Sunday,false,October,9/3/2022,true,true,9,65,15,Cloudy,23,true,On,High,On,22,Off,Low,On,15
539,15,Thursday,true,February,3/12/2022,false,false,1,70,34,Snowy,24,false,On,Low,Off,83,Off,High,Off,30
540,10,Thursday,true,July,4/6/2022,true,false,1,8,39,Cloudy,30,true,On,Low,On,39,On,Medium,On,17
541,16,Tuesday,false,December,6/26/2022,true,false,4,9,16,Snowy,15,false,On,Medium,On,10,On,Medium,Off,16
542,9,Saturday,true,September,12/8/2022,true,true,8,43,16,Rainy,29,true,Off,Low,On,93,On,Low,Off,26
543,13,Friday,true,November,8/23/2022,false,false,8,89,17,Sunny,20,false,On,Medium,On,48,Off,Low,Off,18
544,10,Wednesday,false,August,7/25/2022,true,false,2,43,12,Rainy,25,false,Off,Low,On,6,Off,Low,On,16
545,0,Thursday,true,September,11/1/2022,true,false,4,42,38,Snowy,26,false,On,Medium,On,51,On,Low,Off,21
546,2,Thursday,true,May,9/10/2022,true,false,4,65,33,Snowy,27,false,Off,High,Off,9,Off,Medium,On,28
547,16,Thursday,true,January,5/18/2022,true,false,1,77,-12,Sunny,16,false,On,Low,Off,100,On,Medium,Off,27
548,3,Tuesday,true,October,11/28/2022,true,false,9,97,22,Cloudy,30,true,On,High,On,26,Off,Medium,On,21
549,6,Tuesday,false,December,12/28/2022,false,true,1,8,-6,Snowy,26,true,On,Medium,On,14,Off,High,Off,18
550,2,Monday,true,November,3/31/2022,false,false,4,60,19,Cloudy,17,false,Off,High,On,31,On,Low,On,17
551,18,Monday,true,October,1/8/2022,true,false,5,93,22,Cloudy,21,true,Off,Medium,On,60,On,Medium,On,25
552,20,Wednesday,false,February,11/21/2022,false,true,4,88,30,Sunny,23,false,On,High,Off,51,On,Medium,On,16
553,14,Sunday,false,April,10/25/2022,true,true,9,76,2,Snowy,20,true,On,High,On,21,On,Medium,Off,28
554,2,Wednesday,false,July,12/22/2022,false,false,7,72,-1,Cloudy,15,false,On,Medium,On,90,Off,High,On,15
555,6,Saturday,true,January,12/15/2022,true,true,2,1,32,Rainy,26,true,Off,Medium,Off,8,On,Low,On,23
556,12,Wednesday,false,November,1/27/2022,false,false,2,44,-14,Rainy,15,true,On,Low,On,85,Off,High,On,23
557,16,Monday,false,March,10/6/2022,true,true,7,35,27,Cloudy,21,false,On,High,On,11,Off,High,On,20
558,22,Wednesday,false,June,4/8/2022,true,true,10,74,7,Cloudy,20,false,Off,High,Off,76,Off,Low,On,17
559,6,Sunday,true,July,9/7/2022,false,false,8,75,-3,Rainy,26,true,On,High,Off,27,Off,Low,On,29
560,5,Thursday,false,December,8/10/2022,true,false,8,82,36,Rainy,28,false,On,Low,Off,2,Off,High,On,25
561,4,Thursday,true,February,12/14/2022,true,true,7,40,-17,Rainy,16,true,Off,High,Off,21,On,Low,Off,25
562,19,Monday,false,January,8/24/2022,true,true,3,100,35,Rainy,29,false,On,Low,On,33,Off,High,Off,20
563,9,Thursday,true,December,4/9/2022,true,false,4,18,4,Sunny,30,true,Off,Medium,Off,95,On,High,Off,19
564,6,Monday,false,December,2/4/2022,true,true,10,41,1,Cloudy,23,false,Off,Low,Off,74,On,High,On,19
565,10,Saturday,true,July,8/12/2022,false,false,9,76,29,Snowy,15,true,On,Medium,On,82,Off,Low,Off,19
566,2,Thursday,true,June,8/25/2022,true,false,2,71,-14,Rainy,27,true,Off,High,On,44,On,Medium,Off,16
567,11,Thursday,true,February,3/6/2022,true,true,7,47,21,Snowy,22,true,On,Medium,On,72,On,Low,Off,20
568,19,Saturday,false,May,12/21/2022,true,true,6,24,2,Cloudy,22,true,On,Medium,Off,69,Off,Medium,Off,24
569,1,Tuesday,true,February,5/11/2022,true,false,2,86,24,Rainy,15,true,On,High,On,28,Off,Medium,On,19
570,14,Friday,true,September,9/6/2022,true,true,4,100,17,Cloudy,19,true,On,Medium,On,37,On,High,Off,18
571,12,Thursday,false,March,3/3/2022,true,true,6,69,-13,Sunny,17,true,On,Low,On,31,On,High,On,15
572,9,Monday,false,June,3/6/2022,false,true,7,83,-17,Snowy,23,true,On,Low,On,37,On,Medium,Off,18
573,18,Saturday,true,July,3/12/2022,false,true,7,12,-6,Snowy,19,false,Off,High,On,11,On,High,Off,25
574,20,Monday,true,October,5/20/2022,false,true,9,29,37,Cloudy,15,false,Off,High,Off,81,On,High,Off,19
575,9,Tuesday,false,August,5/28/2022,true,true,7,64,34,Cloudy,16,true,Off,Low,On,71,On,Medium,On,25
576,9,Sunday,false,November,10/23/2022,true,false,7,89,-20,Snowy,17,true,On,High,On,7,On,Medium,Off,18
577,14,Monday,false,March,7/15/2022,false,false,7,52,25,Snowy,18,false,On,Medium,Off,76,On,Low,Off,24
578,12,Monday,true,July,12/14/2022,true,true,7,3,11,Sunny,29,false,Off,Low,On,34,Off,Low,Off,26
579,10,Friday,true,November,7/13/2022,true,true,2,33,-17,Rainy,26,true,On,Low,On,56,Off,High,Off,30
580,16,Monday,false,December,1/9/2022,true,true,4,66,-16,Snowy,27,true,On,High,On,42,Off,Medium,On,22
581,4,Sunday,false,February,6/7/2022,true,true,1,25,-16,Cloudy,27,false,On,High,On,82,Off,Low,On,20
582,22,Thursday,false,June,6/28/2022,true,false,8,15,-13,Rainy,25,true,Off,Low,On,90,Off,Low,Off,24
583,10,Wednesday,false,July,8/19/2022,true,false,7,59,36,Cloudy,22,true,On,High,Off,40,On,Low,Off,28
584,19,Sunday,true,December,10/29/2022,false,false,10,25,22,Sunny,19,false,Off,Low,Off,82,Off,Medium,On,19
585,7,Tuesday,true,August,1/5/2022,true,true,2,14,-17,Sunny,16,false,On,Low,Off,2,On,Medium,Off,23
586,17,Monday,false,November,10/5/2022,false,true,8,12,36,Rainy,21,false,Off,Low,Off,50,On,Medium,On,17
587,2,Saturday,true,February,4/18/2022,true,true,8,91,11,Snowy,24,true,Off,Medium,Off,22,On,Low,Off,19
588,3,Wednesday,false,November,11/30/2022,false,true,3,8,7,Sunny,19,false,On,High,On,5,On,High,Off,25
589,11,Monday,false,July,4/9/2022,true,false,1,54,29,Rainy,23,true,On,High,Off,42,Off,Low,On,27
590,14,Wednesday,false,August,10/21/2022,true,false,7,19,38,Rainy,25,true,On,High,Off,13,On,Medium,On,17
591,20,Thursday,true,August,3/8/2022,false,true,6,23,-13,Snowy,29,false,On,High,On,27,Off,High,Off,21
592,23,Friday,false,October,12/4/2022,true,true,10,47,40,Rainy,25,true,Off,High,Off,36,On,High,Off,22
593,14,Wednesday,false,November,8/29/2022,false,false,3,18,26,Snowy,30,false,On,Medium,Off,55,Off,Medium,On,30
594,13,Friday,true,June,3/28/2022,true,false,1,86,27,Sunny,19,true,On,Medium,On,74,On,High,On,26
595,3,Tuesday,true,January,7/21/2022,true,true,1,4,26,Cloudy,18,true,On,Medium,On,31,Off,Low,Off,18
596,22,Sunday,true,December,9/26/2022,false,false,3,20,33,Snowy,23,false,Off,Low,On,6,On,Medium,Off,18
597,23,Tuesday,true,March,4/11/2022,false,true,3,80,4,Sunny,27,false,On,High,Off,59,Off,Low,Off,23
598,1,Sunday,true,October,9/30/2022,false,false,2,18,-7,Snowy,22,false,Off,Low,Off,99,On,High,On,21
599,0,Sunday,true,June,5/7/2022,false,false,2,74,0,Rainy,25,false,Off,High,Off,51,On,Low,On,26
600,13,Thursday,true,April,1/9/2022,true,false,1,4,-18,Rainy,26,true,Off,Low,On,21,On,Low,Off,20
601,20,Thursday,false,May,7/1/2022,false,true,6,28,40,Snowy,19,true,Off,High,Off,19,On,Medium,On,27
602,17,Saturday,false,March,8/12/2022,true,true,1,72,20,Cloudy,17,false,Off,Low,Off,11,On,Medium,Off,19
603,14,Sunday,false,October,2/14/2022,true,false,10,13,-7,Rainy,29,false,Off,Medium,On,54,On,Low,On,23
604,11,Saturday,true,June,10/10/2022,false,false,8,44,-4,Sunny,25,false,Off,Low,Off,99,Off,Medium,Off,23
605,21,Saturday,true,March,10/29/2022,true,false,8,10,28,Sunny,28,false,Off,High,On,42,On,High,On,15
606,2,Monday,false,July,1/21/2022,true,false,5,98,37,Cloudy,27,false,On,Low,On,8,Off,High,Off,20
607,10,Wednesday,true,November,7/7/2022,false,false,5,11,18,Sunny,24,true,Off,High,Off,52,On,High,On,26
608,12,Wednesday,false,April,7/10/2022,true,false,2,91,26,Snowy,29,true,Off,High,Off,100,Off,Medium,Off,18
609,22,Sunday,true,July,11/10/2022,false,true,9,31,3,Snowy,18,false,Off,Low,On,0,On,Low,Off,25
610,11,Monday,true,January,5/12/2022,false,false,5,95,-13,Sunny,24,true,Off,Low,Off,22,Off,Medium,Off,23
611,10,Tuesday,true,December,9/13/2022,true,true,5,90,-11,Rainy,21,true,Off,High,Off,43,On,Low,On,20
612,21,Thursday,false,June,8/26/2022,false,true,7,2,-5,Snowy,21,true,Off,High,Off,95,Off,Medium,Off,25
613,9,Wednesday,false,January,7/22/2022,true,false,1,95,37,Rainy,29,true,Off,High,Off,29,On,Medium,Off,20
614,3,Sunday,false,November,12/28/2022,false,false,7,17,22,Snowy,30,false,Off,High,Off,37,On,Medium,Off,18
615,23,Sunday,false,November,8/20/2022,false,true,3,76,30,Sunny,29,true,On,High,Off,57,On,Medium,Off,21
616,22,Monday,true,November,4/6/2022,false,false,7,63,22,Sunny,21,false,Off,High,On,85,Off,High,Off,25
617,19,Tuesday,false,March,12/3/2022,false,false,6,19,4,Snowy,29,false,On,Low,On,42,On,High,On,21
618,14,Friday,false,April,12/27/2022,false,true,7,89,1,Snowy,20,false,On,High,On,45,Off,High,On,26
619,18,Thursday,true,November,4/27/2022,false,true,1,76,2,Rainy,27,false,Off,Medium,On,89,Off,High,On,15
620,15,Thursday,true,January,6/20/2022,false,false,5,7,-19,Cloudy,29,false,On,Low,On,54,On,Medium,On,21
621,8,Saturday,true,May,10/30/2022,true,true,8,71,0,Snowy,19,false,Off,Low,On,20,Off,Medium,On,15
622,4,Sunday,true,March,7/8/2022,false,true,9,62,40,Snowy,18,true,Off,Low,Off,9,Off,Medium,On,21
623,6,Monday,true,January,3/11/2022,false,false,10,15,26,Cloudy,27,true,On,Medium,Off,54,On,Low,Off,21
624,10,Friday,false,January,3/24/2022,true,false,7,9,-15,Rainy,30,false,Off,Low,Off,41,Off,High,Off,16
625,22,Thursday,false,April,6/20/2022,false,true,10,51,-11,Cloudy,30,false,Off,Low,Off,82,On,Medium,Off,23
626,23,Saturday,false,November,9/21/2022,false,false,1,13,1,Snowy,27,false,Off,Medium,On,73,On,Medium,Off,24
627,16,Saturday,false,November,9/4/2022,false,true,5,81,32,Snowy,21,true,On,High,Off,13,Off,Medium,On,16
628,11,Tuesday,false,March,11/20/2022,true,true,3,33,-15,Sunny,24,false,On,High,Off,3,Off,Medium,Off,27
629,16,Monday,true,March,7/11/2022,true,true,1,3,-12,Sunny,22,true,Off,Low,Off,67,Off,Medium,On,30
630,9,Thursday,false,December,9/23/2022,false,true,9,93,26,Cloudy,23,true,Off,High,Off,53,Off,High,On,21
631,3,Thursday,true,December,9/20/2022,true,false,3,73,33,Snowy,30,false,On,High,On,93,Off,Low,Off,29
632,18,Saturday,true,April,5/26/2022,false,false,5,86,0,Snowy,28,false,Off,High,Off,77,Off,Medium,Off,26
633,6,Monday,false,April,9/2/2022,false,false,4,99,20,Sunny,19,false,On,Medium,Off,43,On,Low,On,18
634,9,Saturday,false,August,6/25/2022,false,false,1,0,19,Snowy,21,false,Off,Low,On,98,Off,Medium,On,29
635,18,Tuesday,true,April,11/20/2022,true,true,9,8,21,Rainy,27,true,Off,Medium,Off,56,On,Medium,On,16
636,8,Saturday,false,April,3/12/2022,true,false,7,66,16,Snowy,30,false,Off,High,On,23,On,High,Off,26
637,13,Friday,false,January,6/28/2022,true,true,2,44,-10,Cloudy,18,false,On,Low,Off,31,Off,Low,On,18
638,6,Sunday,false,August,12/29/2022,false,true,6,14,12,Cloudy,21,false,Off,Low,Off,0,On,Medium,Off,23
639,0,Sunday,true,December,12/11/2022,true,false,2,91,12,Cloudy,26,true,Off,Medium,On,98,On,Medium,On,27
640,18,Tuesday,false,August,2/15/2022,true,false,3,0,32,Sunny,20,false,Off,Low,Off,61,Off,Low,Off,20
641,2,Saturday,true,July,9/5/2022,false,false,7,50,19,Cloudy,26,true,On,Medium,Off,66,On,Medium,Off,15
642,14,Tuesday,true,June,12/2/2022,false,false,1,59,-17,Rainy,20,true,On,Medium,Off,18,Off,Medium,On,15
643,13,Sunday,true,May,9/2/2022,true,false,5,14,-13,Sunny,28,false,On,Low,On,4,Off,Medium,Off,23
644,19,Saturday,true,October,3/11/2022,false,true,3,1,27,Sunny,19,true,Off,Medium,On,57,On,Medium,On,16
645,15,Tuesday,false,January,6/9/2022,true,false,10,33,11,Snowy,20,false,On,Medium,Off,62,Off,High,Off,26
646,9,Monday,false,September,11/4/2022,false,true,3,44,-20,Cloudy,28,true,On,Medium,On,54,Off,High,Off,23
647,0,Monday,true,September,4/16/2022,false,false,3,31,-3,Cloudy,17,false,On,High,Off,71,Off,High,Off,28
648,6,Tuesday,true,November,2/14/2022,false,true,1,24,27,Snowy,19,false,Off,Low,On,30,Off,Medium,Off,29
649,23,Wednesday,false,June,10/5/2022,false,false,2,95,-12,Cloudy,29,false,On,High,On,90,Off,High,On,22
650,9,Friday,false,December,12/18/2022,true,true,2,63,30,Sunny,16,true,Off,Low,Off,73,On,High,On,23
651,15,Monday,true,April,2/18/2022,false,false,2,66,15,Cloudy,23,false,On,Low,On,97,On,High,On,18
652,18,Thursday,true,July,9/16/2022,false,false,3,85,33,Cloudy,23,true,On,Medium,Off,65,Off,High,Off,17
653,17,Tuesday,true,May,9/3/2022,false,true,2,44,33,Rainy,16,false,On,Low,On,59,Off,Low,Off,28
654,20,Wednesday,false,December,8/23/2022,true,false,4,26,22,Rainy,23,true,Off,High,On,42,On,Low,On,24
655,6,Tuesday,false,August,11/17/2022,false,true,4,21,24,Snowy,22,true,Off,Medium,Off,16,Off,Low,Off,28
656,0,Tuesday,false,October,9/13/2022,false,false,10,100,28,Rainy,15,false,On,Medium,Off,25,Off,Low,Off,20
657,3,Friday,false,February,7/18/2022,false,false,7,76,-17,Cloudy,28,false,On,Medium,On,55,Off,Low,On,15
658,20,Wednesday,false,April,5/11/2022,false,false,8,43,-7,Cloudy,21,true,Off,High,On,9,Off,Low,Off,26
659,11,Saturday,true,December,2/15/2022,true,false,1,37,17,Snowy,28,false,Off,Medium,On,48,Off,Low,On,25
660,13,Wednesday,false,June,10/26/2022,true,false,3,25,20,Sunny,22,false,Off,High,On,80,On,High,Off,19
661,15,Saturday,true,May,12/16/2022,true,true,7,39,7,Cloudy,19,false,Off,Medium,On,35,Off,Medium,Off,22
662,10,Tuesday,true,November,5/14/2022,false,true,9,29,15,Snowy,23,false,Off,Medium,On,64,On,Medium,Off,27
663,22,Thursday,false,May,9/4/2022,false,false,9,91,31,Snowy,24,false,Off,Medium,On,82,On,Low,Off,25
664,14,Monday,false,September,12/1/2022,false,true,7,66,-6,Sunny,26,true,Off,High,On,88,On,High,On,25
665,22,Sunday,false,July,12/5/2022,true,false,9,7,-11,Cloudy,24,true,On,High,Off,9,Off,Low,On,23
666,0,Friday,true,June,12/2/2022,false,false,1,72,28,Sunny,18,false,On,Medium,On,38,On,Medium,On,17
667,2,Sunday,true,August,11/3/2022,false,true,7,13,12,Sunny,18,false,Off,Low,On,80,On,Medium,Off,24
668,7,Tuesday,false,October,4/2/2022,false,false,8,6,28,Sunny,26,false,Off,Medium,On,8,On,High,On,16
669,2,Wednesday,true,June,9/27/2022,true,false,2,86,30,Rainy,18,false,Off,High,On,81,On,Low,On,27
670,0,Sunday,true,June,11/21/2022,false,false,6,47,-11,Cloudy,19,true,Off,Medium,Off,18,Off,Low,Off,18
671,11,Tuesday,false,January,6/23/2022,false,false,5,17,-10,Sunny,29,false,Off,High,Off,7,On,Low,Off,19
672,8,Tuesday,true,September,12/2/2022,false,true,2,32,18,Cloudy,28,false,On,High,Off,49,Off,High,Off,20
673,5,Thursday,false,March,6/15/2022,false,true,9,84,32,Cloudy,17,true,On,High,Off,57,On,Low,On,19
674,18,Thursday,true,February,3/28/2022,true,true,1,79,22,Rainy,28,false,On,High,Off,75,On,Low,Off,29
675,9,Wednesday,false,March,9/14/2022,true,true,7,14,27,Sunny,23,true,Off,Medium,On,93,Off,High,Off,16
676,18,Saturday,true,July,10/28/2022,false,true,8,58,-15,Rainy,22,false,On,Low,Off,38,On,Medium,On,20
677,4,Monday,true,October,6/29/2022,false,false,1,62,5,Rainy,21,true,Off,Low,Off,77,Off,Low,On,18
678,0,Thursday,false,June,4/11/2022,false,true,6,6,40,Rainy,23,true,Off,Medium,Off,71,Off,Medium,Off,18
679,13,Sunday,false,May,2/10/2022,true,true,2,45,17,Cloudy,18,false,On,Medium,On,41,On,Low,On,24
680,12,Saturday,true,January,7/25/2022,false,true,10,70,21,Cloudy,25,true,Off,Medium,Off,13,Off,Low,Off,22
681,14,Tuesday,true,June,5/19/2022,false,false,3,71,20,Rainy,19,true,On,Low,On,77,Off,Medium,Off,30
682,23,Friday,true,November,8/23/2022,true,false,8,25,5,Rainy,19,false,Off,Medium,Off,16,On,Medium,Off,24
683,20,Saturday,true,July,3/7/2022,true,false,4,61,12,Rainy,18,false,On,High,Off,57,Off,Medium,On,30
684,10,Tuesday,false,September,9/17/2022,true,true,10,86,-19,Rainy,24,true,Off,Medium,Off,74,On,Low,Off,30
685,20,Friday,true,December,6/27/2022,true,false,3,12,6,Cloudy,22,true,Off,Medium,Off,18,Off,Low,Off,19
686,18,Sunday,true,May,11/4/2022,false,false,4,91,28,Rainy,27,true,Off,High,On,92,Off,Low,Off,18
687,15,Sunday,false,April,4/20/2022,false,false,7,90,0,Rainy,28,true,Off,Low,Off,42,Off,High,Off,29
688,23,Monday,false,December,5/22/2022,false,false,4,3,5,Cloudy,24,true,On,Low,Off,65,On,Medium,Off,19
689,5,Thursday,true,August,1/12/2022,false,true,5,13,30,Snowy,17,true,Off,Medium,On,68,Off,Low,Off,16
690,11,Thursday,false,June,3/20/2022,true,false,4,65,21,Snowy,27,true,Off,High,On,7,On,Medium,Off,19
691,21,Sunday,false,August,4/11/2022,true,true,3,79,5,Snowy,16,false,On,High,Off,62,On,High,On,22
692,1,Sunday,true,August,5/30/2022,true,false,7,80,-8,Cloudy,19,false,Off,Medium,On,83,On,Low,On,29
693,11,Saturday,false,March,8/6/2022,false,true,7,12,-5,Snowy,18,false,Off,Low,Off,23,Off,Low,On,26
694,12,Wednesday,true,June,10/17/2022,true,true,2,41,-3,Cloudy,28,true,Off,High,On,40,On,Medium,On,27
